,航班日期,航班号,起飞时间,降落时间,机号,机型,大机型,PF工号,PF机队名称,执飞单位名称,起飞机场三字码,起飞机场四字码,降落机场三字码,降落机场四字码,降落metar报文,降落跑道,年份,降落时间_小时,机场经度,机场纬度,降落机场名称,起飞机场经度,起飞机场纬度,PF技术等级,风险等级
410217,2024-07-24,2829,2024-07-24 20:27:00,2024-07-24 21:44:00,B-6638,A320,A320,0x138A,74.0队,F,NKG,ZSNJ,CSX,ZGHA,"例行天气报告：长沙(ZGHA, CSX)机场；北京时间2024-07-24 23:00；40度的风2米/秒；天空状况良好；气温为34℃，露点温度为25℃；修正海压为995百帕；天气没有明显变化。",36R,2024,21.0,113.220001,28.189199,Changsha Huanghua International Airport,118.865949,31.735032,机长,低风险
410218,2024-07-24,2830,2024-07-24 23:02:00,2024-07-25 00:11:00,B-6638,A320,A320,0x138A,74.0队,F,CSX,ZGHA,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-25 01:00；110度的风6米/秒；天空状况良好；气温为30℃，露点温度为28℃；修正海压为998百帕；天气没有明显变化。",7,2024,0.0,118.865949,31.735032,Nanjing Lukou International Airport,113.220001,28.189199,机长,低风险
410219,2024-07-25,2835,2024-07-25 19:40:00,2024-07-25 21:24:00,B-32AC,A320-NEO,A320,0x138A,74.0队,F,NKG,ZSNJ,CKG,ZUCK,"例行天气报告：重庆(ZUCK, CKG)机场；北京时间2024-07-25 22:00；310度的风3米/秒，风向在280度至350度间变化；天空状况良好；气温为32℃，露点温度为24℃；修正海压为999百帕；天气没有明显变化。",3,2024,21.0,106.651895,29.712254,Chongqing Jiangbei International Airport,118.865949,31.735032,机长,低风险
410220,2024-07-25,2836,2024-07-25 23:09:00,2024-07-26 00:46:00,B-32AC,A320-NEO,A320,0x138A,74.0队,F,CKG,ZUCK,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-26 02:00；90度的风6米/秒；能见度高于10公里；多云，云底高4000英尺(1200米)；气温为30℃，露点温度为26℃；修正海压为996百帕；天气没有明显变化。",6,2024,0.0,118.865949,31.735032,Nanjing Lukou International Airport,106.651895,29.712254,机长,低风险
413444,2024-07-23,2663,2024-07-23 09:03:00,2024-07-23 10:55:00,B-8649,A321,A320,0x139A,61.0队,F,NKG,ZSNJ,CKG,ZUCK,"例行天气报告：重庆(ZUCK, CKG)机场；北京时间2024-07-23 12:00；170度的风4米/秒，风向在140度至220度间变化；天空状况良好；气温为36℃，露点温度为21℃；修正海压为998百帕；天气没有明显变化。",21,2024,10.0,106.651895,29.712254,Chongqing Jiangbei International Airport,118.865949,31.735032,机长,低风险
413445,2024-07-23,2664,2024-07-23 13:36:00,2024-07-23 15:23:00,B-8649,A321,A320,0x139A,61.0队,F,CKG,ZUCK,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-23 16:00；160度的风4米/秒，风向在130度至190度间变化；天空状况良好；气温为38℃，露点温度为26℃；修正海压为998百帕；天气没有明显变化。",25,2024,15.0,118.865949,31.735032,Nanjing Lukou International Airport,106.651895,29.712254,机长,低风险
413446,2024-07-23,2817,2024-07-23 22:36:00,2024-07-24 00:20:00,B-32GN,A320-NEO,A320,0x139A,61.0队,F,NKG,ZSNJ,CAN,ZGGG,"例行天气报告：广州(ZGGG, CAN)机场；北京时间2024-07-24 01:00；240度的风3米/秒；天空状况良好；气温为30℃，露点温度为26℃；修正海压为999百帕；天气没有明显变化。",20L,2024,0.0,113.299004,23.392401,Guangzhou Baiyun International Airport,118.865949,31.735032,机长,低风险
413447,2024-07-24,2818,2024-07-25 07:51:00,2024-07-25 09:41:00,B-32FD,A320-NEO,A320,0x139A,61.0队,F,CAN,ZGGG,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-25 11:00；110度的风7米/秒，风向在90度至150度间变化；能见度高于10公里；多云，云底高2600英尺(780米)；气温为33℃，露点温度为25℃；修正海压为997百帕；天气没有明显变化。",7,2024,9.0,118.865949,31.735032,Nanjing Lukou International Airport,113.299004,23.392401,机长,低风险
413448,2024-07-25,2737,2024-07-25 14:02:00,2024-07-25 15:56:00,B-6366,A321,A320,0x139A,61.0队,F,NKG,ZSNJ,CKG,ZUCK,"例行天气报告：重庆(ZUCK, CKG)机场；北京时间2024-07-25 17:00；310度的风4米/秒，风向在250度至340度间变化；能见度高于10公里；少云，云底高4600英尺(1380米)；气温为34℃，露点温度为24℃；修正海压为997百帕；天气没有明显变化。",3,2024,15.0,106.651895,29.712254,Chongqing Jiangbei International Airport,118.865949,31.735032,机长,低风险
413449,2024-07-25,2738,2024-07-25 17:30:00,2024-07-25 19:13:00,B-6366,A321,A320,0x139A,61.0队,F,CKG,ZUCK,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-25 20:00；110度的风6米/秒；天空状况良好；气温为32℃，露点温度为25℃；修正海压为997百帕；天气没有明显变化。",7,2024,19.0,118.865949,31.735032,Nanjing Lukou International Airport,106.651895,29.712254,机长,低风险
413940,2024-07-25,2112,2024-07-25 14:15:00,2024-07-25 15:44:00,B-32CT,A320-NEO,A320,0x139C,20.0队,J,PKX,ZBAD,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-25 17:00；180度的风3米/秒，风向在130度至230度间变化；天空状况良好；气温为34℃，露点温度为21℃；修正海压为1000百帕；天气没有明显变化。",23R,2024,15.0,108.751999,34.447102,Xi'an Xianyang International Airport,116.41092,39.509945,第一副驾驶,低风险
416455,2024-07-23,2944,2024-07-23 12:36:00,2024-07-23 15:41:00,B-6472,A319,A320,0x13A0,61.0队,F,JHG,ZPJH,CZX,ZSCG,"例行天气报告：常州(ZSCG, CZX)机场；北京时间2024-07-23 17:00；200度的风3米/秒；能见度高于10公里；多云，云底高3300英尺(990米)；气温为38℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",11,2024,15.0,119.77546,31.920485,Changzhou Benniu International Airport,100.762224,21.974648,教员,低风险
416456,2024-07-23,2943,2024-07-24 09:31:00,2024-07-24 12:21:00,B-6472,A319,A320,0x13A0,61.0队,F,CZX,ZSCG,JHG,ZPJH,"例行天气报告：西双版纳(ZPJH, JHG)机场；北京时间2024-07-24 13:00；20度的风2米/秒，风向在260度至50度间变化；能见度高于10公里；少云，云底高2300英尺(690米)；气温为33℃，露点温度为23℃；修正海压为1000百帕；天气没有明显变化。",16,2024,12.0,100.762224,21.974648,Xishuangbanna Gasa International Airport,119.77546,31.920485,教员,低风险
417468,2024-07-23,2342,2024-07-23 09:12:00,2024-07-23 11:31:00,B-1813,A321,A320,0x13A1,120.0队,C,ZUH,ZGSD,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-23 13:00；40度的风3米/秒；天空状况良好；气温为30℃，露点温度为25℃；修正海压为1001百帕；天气没有明显变化。",05R,2024,11.0,108.751999,34.447102,Xi'an Xianyang International Airport,113.375999,22.006399,机长,低风险
417469,2024-07-23,2223,2024-07-23 16:38:00,2024-07-23 18:41:00,B-9903,A321,A320,0x13A1,120.0队,C,XIY,ZLXY,HGH,ZSHC,"例行天气报告：杭州(ZSHC, HGH)机场；北京时间2024-07-23 19:30；70度的风3米/秒；能见度高于10公里；微量的云，云底高1600英尺(480米)；气温为33℃，露点温度为28℃；修正海压为999百帕；天气没有明显变化。",6,2024,18.0,120.428865,30.23609,Hangzhou Xiaoshan International Airport,108.751999,34.447102,机长,低风险
417470,2024-07-23,2224,2024-07-23 20:00:00,2024-07-23 21:56:00,B-9903,A321,A320,0x13A1,120.0队,C,HGH,ZSHC,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-23 23:00；350度的风2米/秒；能见度5000米；轻雾；无重要云层；气温为27℃，露点温度为26℃；修正海压为1000百帕；天气没有明显变化。",05R,2024,21.0,108.751999,34.447102,Xi'an Xianyang International Airport,120.428865,30.23609,机长,低风险
418091,2024-07-23,2146,2024-07-23 09:42:00,2024-07-23 10:53:00,B-6695,A320,A320,0x13A2,123.0队,C,XNN,ZLXN,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-23 12:00；40度的风3米/秒，风向在350度至70度间变化；天空状况良好；气温为30℃，露点温度为25℃；修正海压为1001百帕；天气没有明显变化。",05L,2024,10.0,108.751999,34.447102,Xi'an Xianyang International Airport,102.040062,36.530093,教员,低风险
419614,2024-07-23,9932,2024-07-24 07:16:00,2024-07-24 11:01:00,B-6172,A319,A320,0x13A4,122.0队,C,KHG,ZWSH,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-24 12:00；220度的风5米/秒；能见度8000米；少云，云底高2600英尺(780米)、满天云，云底高7000英尺(2100米)；气温为27℃，露点温度为24℃；修正海压为1001百帕；天气没有明显变化。",23R,2024,11.0,108.751999,34.447102,Xi'an Xianyang International Airport,76.019997,39.5429,第一副驾驶,低风险
420312,2024-07-25,2986,2024-07-25 21:38:00,2024-07-26 00:10:00,B-1678,A320,A320,0x13A7,71.0队,F,KMG,ZPPP,WUX,ZSWX,"例行天气报告：无锡(ZSWX, WUX)机场；北京时间2024-07-26 01:00；100度的风6米/秒；能见度高于10公里；多云，云底高2600英尺(780米)；气温为30℃，露点温度为25℃；修正海压为998百帕；天气没有明显变化。",21,2024,0.0,120.429000854,31.4944000244,Sunan Shuofang International Airport,102.936743,25.110313,第一副驾驶,低风险
422841,2024-07-23,6377,2024-07-23 21:35:00,2024-07-24 01:02:00,B-6831,A320,A320,0x13AA,20.0队,J,PKX,ZBAD,SYX,ZJSY,"例行天气报告：三亚(ZJSY, SYX)机场；北京时间2024-07-24 02:00；310度的风2米/秒；能见度高于10公里；少云，云底高5000英尺(1500米)；气温为28℃，露点温度为25℃；修正海压为1000百帕；天气没有明显变化。",26,2024,1.0,109.412003,18.3029,Sanya Phoenix International Airport,116.41092,39.509945,机长,低风险
426796,2024-07-24,2286,2024-07-24 16:05:00,2024-07-24 17:32:00,B-1863,A320,A320,0x13B0,166.0队,I,WEH,ZSWH,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-24 18:30；120度的风6米/秒，风向在90度至150度间变化；能见度高于10公里；少云，云底高3300英尺(990米)；气温为32℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",18L,2024,17.0,121.33426,31.198104,Shanghai Hongqiao International Airport,122.228996,37.187099,第一副驾驶,低风险
426797,2024-07-25,6349,2024-07-25 11:25:00,2024-07-25 13:37:00,B-325S,A320-NEO,A320,0x13B0,166.0队,I,PVG,ZSPD,DSN,ZBDS,"例行天气报告：鄂尔多斯(ZBDS, DSN)机场；北京时间2024-07-25 15:00；50度的风4米/秒，风向在20度至90度间变化；能见度高于10公里；少云，云底高4000英尺(1200米)；气温为29℃，露点温度为11℃；修正海压为1007百帕；天气没有明显变化。",31,2024,13.0,109.8599,39.493514,Ordos Ejin Horo Airport,121.805,31.1434,第一副驾驶,低风险
426798,2024-07-25,6943,2024-07-26 07:21:00,2024-07-26 09:13:00,B-325S,A320-NEO,A320,0x13B0,166.0队,I,DSN,ZBDS,HIA,ZSSH,"例行天气报告：淮安(ZSSH, HIA)机场；北京时间2024-07-26 10:00；120度的风5米/秒；能见度高于10公里；少云，云底高2000英尺(600米)；气温为32℃，露点温度为28℃；修正海压为1001百帕；天气没有明显变化。",4,2024,9.0,119.125,33.790833,Huai'an Lianshui International Airport,109.8599,39.493514,第一副驾驶,低风险
428820,2024-07-24,2134,2024-07-24 10:06:00,2024-07-24 10:51:00,B-6429,A319,A320,0x13B3,122.0队,C,XIY,ZLXY,ENY,ZLYA,"例行天气报告：延安(ZLYA, ENY)机场；北京时间2024-07-24 12:00；350度的风4米/秒；能见度高于10公里；小雨；微量的云，云底高400英尺(120米)、多云，云底高2000英尺(600米)；气温为21℃，露点温度为21℃；修正海压为1007百帕；天气没有明显变化。",35,2024,10.0,109.464083,36.479413,Yan'an Nanniwan Airport,108.751999,34.447102,巡航机长,低风险
428821,2024-07-24,2159,2024-07-24 11:55:00,2024-07-24 12:33:00,B-6429,A319,A320,0x13B3,122.0队,C,ENY,ZLYA,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-24 14:00；240度的风8米/秒；能见度8000米；少云，云底高3000英尺(900米)、满天云，云底高6000英尺(1800米)；气温为26℃，露点温度为22℃；修正海压为1002百帕；天气没有明显变化。",23R,2024,12.0,108.751999,34.447102,Xi'an Xianyang International Airport,109.464083,36.479413,巡航机长,低风险
428822,2024-07-25,2259,2024-07-25 10:41:00,2024-07-25 12:35:00,B-9943,A320,A320,0x13B3,122.0队,C,XIY,ZLXY,JGN,ZLJQ,"例行天气报告：嘉峪关(ZLJQ, JGN)机场；北京时间2024-07-25 14:00；100度的风6米/秒，风向在60度至130度间变化；天空状况良好；气温为32℃，露点温度为6℃；修正海压为1008百帕；天气没有明显变化。",14,2024,12.0,98.3414,39.856899,Jiayuguan Airport,108.751999,34.447102,巡航机长,中风险
428823,2024-07-25,2431,2024-07-25 20:45:00,2024-07-25 21:47:00,B-6601,A320,A320,0x13B3,122.0队,C,XIY,ZLXY,DYG,ZGDY,"例行天气报告：张家界(ZGDY, DYG)机场；北京时间2024-07-25 23:00；风向不定的风1米/秒；天空状况良好；气温为28℃，露点温度为28℃；修正海压为998百帕；天气没有明显变化。",8,2024,21.0,110.443001,29.1028,Zhangjiajie Hehua International Airport,108.751999,34.447102,巡航机长,低风险
428824,2024-07-25,2432,2024-07-25 22:59:00,2024-07-26 00:14:00,B-6601,A320,A320,0x13B3,122.0队,C,DYG,ZGDY,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-26 01:00；230度的风2米/秒；天空状况良好；气温为26℃，露点温度为22℃；修正海压为1001百帕；天气没有明显变化。",23L,2024,0.0,108.751999,34.447102,Xi'an Xianyang International Airport,110.443001,29.1028,巡航机长,低风险
430337,2024-07-25,6215,2024-07-25 16:36:00,2024-07-25 19:20:00,B-8855,A320,A320,0x13BC,15.0队,A,TNA,ZSJN,KMG,ZPPP,,,2024,19.0,102.936743,25.110313,Kunming Changshui International Airport,117.216003,36.857201,第一副驾驶,高风险
430338,2024-07-25,6216,2024-07-25 20:32:00,2024-07-25 23:26:00,B-8855,A320,A320,0x13BC,15.0队,A,KMG,ZPPP,TNA,ZSJN,,,2024,23.0,117.216003,36.857201,Jinan Yaoqiang International Airport,102.936743,25.110313,第一副驾驶,高风险
432333,2024-07-24,5671,2024-07-25 07:12:00,2024-07-25 08:34:00,B-30FN,A320-NEO,A320,0x13C,3.0队,E,HGH,ZSHC,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-25 10:00；160度的风7米/秒；能见度高于10公里；多云，云底高700英尺(210米)；气温为27℃，露点温度为27℃；修正海压为1001百帕；到25日03时30分UTC结束，天气逐渐转变到多云，云底高1000英尺(300米)。",17,2024,8.0,120.088171,36.361953,Qingdao Jiaodong International Airport,120.428865,30.23609,第一副驾驶,低风险
432334,2024-07-24,5671,2024-07-25 11:15:00,2024-07-25 13:09:00,B-30FN,A320-NEO,A320,0x13C,3.0队,E,TAO,ZSQD,YNJ,ZYYJ,"例行天气报告：延吉(ZYYJ, YNJ)机场；北京时间2024-07-25 14:00；110度的风4米/秒，风向在70度至140度间变化；能见度高于10公里；多云，云底高3000英尺(900米)；气温为30℃，露点温度为21℃；修正海压为1004百帕；天气没有明显变化。",9,2024,13.0,129.451004028,42.8828010559,Yanji Chaoyangchuan Airport,120.088171,36.361953,第一副驾驶,低风险
435120,2024-07-25,2145,2024-07-26 07:41:00,2024-07-26 08:46:00,B-32A9,A320-NEO,A320,0x13C6,121.0队,C,XIY,ZLXY,XNN,ZLXN,"例行天气报告：西宁(ZLXN, XNN)机场；北京时间2024-07-26 10:00；300度的风2米/秒，风向在280度至340度间变化；能见度高于10公里；微量的云，云底高4000英尺(1200米)、多云，云底高10000英尺(3000米)；气温为20℃，露点温度为14℃；修正海压为1016百帕；到26日03时30分UTC结束，天气逐渐转变到120度的风6米/秒。",29,2024,8.0,102.040062,36.530093,Xining Caojiabao International Airport,108.751999,34.447102,教员,低风险
435999,2024-07-24,5657,2024-07-25 09:16:00,2024-07-25 11:14:00,B-30DS,A320-NEO,A320,0x13C8,30.0队,A,TNA,ZSJN,DSN,ZBDS,"例行天气报告：鄂尔多斯(ZBDS, DSN)机场；北京时间2024-07-25 12:00；风向不定的风2米/秒；能见度高于10公里；少云，云底高4000英尺(1200米)；气温为28℃，露点温度为11℃；修正海压为1008百帕；天气没有明显变化。",31,2024,11.0,109.8599,39.493514,Ordos Ejin Horo Airport,117.216003,36.857201,巡航机长,低风险
437167,2024-07-23,5620,2024-07-24 06:45:00,2024-07-24 09:19:00,B-6951,A320,A320,0x13CB,33.0队,I,HRB,ZYHB,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-24 10:00；150度的风7米/秒；能见度高于10公里；少云，云底高1600英尺(480米)；气温为33℃，露点温度为27℃；修正海压为1002百帕；天气没有明显变化。",16L,2024,9.0,121.805,31.1434,Shanghai Pudong International Airport,126.25,45.623402,机长,低风险
437168,2024-07-25,5549,2024-07-25 15:42:00,2024-07-25 18:02:00,B-323Z,A320-NEO,A320,0x13CB,33.0队,I,PVG,ZSPD,HAK,ZJHK,"例行天气报告：海口(ZJHK, HAK)机场；北京时间2024-07-25 19:00；260度的风3米/秒；能见度高于10公里；多云，云底高4600英尺(1380米)；气温为29℃，露点温度为26℃；修正海压为994百帕；天气没有明显变化。",28,2024,18.0,110.459,19.9349,Haikou Meilan International Airport,121.805,31.1434,机长,低风险
437169,2024-07-25,5550,2024-07-25 20:28:00,2024-07-25 23:00:00,B-323Z,A320-NEO,A320,0x13CB,33.0队,I,HAK,ZJHK,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-25 23:30；110度的风8米/秒；能见度高于10公里；多云，云底高1300英尺(390米)；气温为29℃，露点温度为27℃；修正海压为999百帕；天气没有明显变化。",16L,2024,23.0,121.805,31.1434,Shanghai Pudong International Airport,110.459,19.9349,机长,低风险
